id,area,severity,title,affected_file,affected_symbol,finding_tags,source_log,issue_file,summary,proposed_patch
74,problems,Medium,"QuokkaSimulation<SedovProblem>::setInitialConditionsOnGrid(...): after zero-filling all components, it sets `energy_index` but never sets `internalEnergy_index` (`src/problems/HydroBlast3D/testHydroBlast3D.cpp:95-103`)",src/problems/HydroBlast3D/testHydroBlast3D.cpp,QuokkaSimulation<SedovProblem>::setInitialConditionsOnGrid(...),none,audit/src-audit-log.md:982,audit/issues/problems/074-quokkasimulation-sedovproblem-setinitialconditionsongrid-testhydrobl.md,"after zero-filling all components, it sets `energy_index` but never sets `internalEnergy_index` (`src/problems/HydroBlast3D/testHydroBlast3D.cpp:95-103`). The dual-energy field remains zero and is inconsistent with the deposited blast energy.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
75,problems,Medium,problem_main(): computes custom `BCs_cc` (`src/problems/HydroLeblanc/testHydroLeblanc.cpp:355`) but constructs `QuokkaSimulation<ShocktubeProblem> sim;` without passing them (`src/problems/HydroLeblanc/testHydroLeblanc.cpp:357`),src/problems/HydroLeblanc/testHydroLeblanc.cpp,problem_main(),none,audit/src-audit-log.md:1000,audit/issues/problems/075-problem-main-testhydroleblanc-cpp.md,computes custom `BCs_cc` (`src/problems/HydroLeblanc/testHydroLeblanc.cpp:355`) but constructs `QuokkaSimulation<ShocktubeProblem> sim;` without passing them (`src/problems/HydroLeblanc/testHydroLeblanc.cpp:357`). The intended custom BC configuration is ignored.,"Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
76,problems,Medium,problem_main(): BC initialization loop writes x-direction BCs to `BCs_cc[0]` instead of `BCs_cc[n]` (`src/problems/HydroShuOsher/testHydroShuOsher.cpp:286-289`),src/problems/HydroShuOsher/testHydroShuOsher.cpp,problem_main(),none,audit/src-audit-log.md:1009,audit/issues/problems/076-problem-main-testhydroshuosher-cpp.md,BC initialization loop writes x-direction BCs to `BCs_cc[0]` instead of `BCs_cc[n]` (`src/problems/HydroShuOsher/testHydroShuOsher.cpp:286-289`). Only component 0 gets x-boundary settings; other components may retain incorrect/default BCs.,"Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
77,problems,Medium,"QuokkaSimulation<QuirkProblem>::computeAfterTimestep(): entropy-jump diagnostic samples at `ilo = ishock_g` (`src/problems/HydroQuirk/testHydroQuirk.cpp:145`), but `ishock_g` is a compile-time constant `0` (`src/problems/HydroQuirk/testHydroQuirk.cpp:69`) and is never updated from the computed shock index in `setInitialConditionsOnGrid(...)` (`src/problems/HydroQuirk/testHydroQuirk.cpp:79-84`)",src/problems/HydroQuirk/testHydroQuirk.cpp,QuokkaSimulation<QuirkProblem>::computeAfterTimestep(),none,audit/src-audit-log.md:1025,audit/issues/problems/077-quokkasimulation-quirkproblem-computeaftertimestep-testhydroquirk-cp.md,"entropy-jump diagnostic samples at `ilo = ishock_g` (`src/problems/HydroQuirk/testHydroQuirk.cpp:145`), but `ishock_g` is a compile-time constant `0` (`src/problems/HydroQuirk/testHydroQuirk.cpp:69`) and is never updated from the computed shock index in `setInitialConditionsOnGrid(...)` (`src/problems/HydroQuirk/testHydroQuirk.cpp:79-84`). The carbuncle diagnostic can monitor the wrong x-location.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
78,problems,Medium,QuokkaSimulation<MHDShocktubeProblem>::setInitialConditionsOnGridFaceVars(...): uses `x1_L = prob_lo[0] + i * dx[0]` for all face directions (`src/problems/BrioWuShockTube/testBrioWuShockTube.cpp:124`) to choose the left/right `B_y` state,src/problems/BrioWuShockTube/testBrioWuShockTube.cpp,QuokkaSimulation<MHDShocktubeProblem>::setInitialConditionsOnGridFaceVars(...),IC alignment,audit/src-audit-log.md:1060,audit/issues/problems/078-quokkasimulation-mhdshocktubeproblem-setinitialconditionsongridfacev.md,"uses `x1_L = prob_lo[0] + i * dx[0]` for all face directions (`src/problems/BrioWuShockTube/testBrioWuShockTube.cpp:124`) to choose the left/right `B_y` state. For `dir == y` (where x-index is cell-centered, not nodal), this shifts the tangential-field discontinuity by half a cell.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
79,problems,Medium,problem_main(): constructs periodic face-centered BC records `BCs_fc` (`src/problems/CurrentSheet/testCurrentSheet.cpp:111-118`) but then instantiates `QuokkaSimulation<CurrentSheet> sim;` without passing them (`src/problems/CurrentSheet/testCurrentSheet.cpp:120`),src/problems/CurrentSheet/testCurrentSheet.cpp,problem_main(),none,audit/src-audit-log.md:1072,audit/issues/problems/079-problem-main-testcurrentsheet-cpp.md,constructs periodic face-centered BC records `BCs_fc` (`src/problems/CurrentSheet/testCurrentSheet.cpp:111-118`) but then instantiates `QuokkaSimulation<CurrentSheet> sim;` without passing them (`src/problems/CurrentSheet/testCurrentSheet.cpp:120`). The custom face BC configuration is ignored.,"Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
80,problems,Medium,"QuokkaSimulation<FieldLoop>::setInitialConditionsOnGrid(...): sets `x3Momentum = rho0 * vz` with `vz = 1.0` (`src/problems/FieldLoop/testFieldLoop.cpp:71`, `:90`) but computes `Ekin` using only `vx^2 + vy^2` (`src/problems/FieldLoop/testFieldLoop.cpp:73`) before forming total energy (`src/problems/FieldLoop/testFieldLoop.cpp:92`)",src/problems/FieldLoop/testFieldLoop.cpp,QuokkaSimulation<FieldLoop>::setInitialConditionsOnGrid(...),none,audit/src-audit-log.md:1080,audit/issues/problems/080-quokkasimulation-fieldloop-setinitialconditionsongrid-testfieldloop.md,"sets `x3Momentum = rho0 * vz` with `vz = 1.0` (`src/problems/FieldLoop/testFieldLoop.cpp:71`, `:90`) but computes `Ekin` using only `vx^2 + vy^2` (`src/problems/FieldLoop/testFieldLoop.cpp:73`) before forming total energy (`src/problems/FieldLoop/testFieldLoop.cpp:92`). The conservative total energy is inconsistent with the initialized momentum state.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
81,problems,Medium,QuokkaSimulation<FieldLoop>::refineGrid(...): region-based refinement computes normalized coordinates as `((i+0.5)*dx)/ (phi-plo)` (`src/problems/FieldLoop/testFieldLoop.cpp:148-149`) without subtracting `ProbLo()`,src/problems/FieldLoop/testFieldLoop.cpp,QuokkaSimulation<FieldLoop>::refineGrid(...),none,audit/src-audit-log.md:1082,audit/issues/problems/081-quokkasimulation-fieldloop-refinegrid-testfieldloop-cpp.md,"region-based refinement computes normalized coordinates as `((i+0.5)*dx)/ (phi-plo)` (`src/problems/FieldLoop/testFieldLoop.cpp:148-149`) without subtracting `ProbLo()`. If the domain lower bound is not zero, the refinement window is shifted/misplaced.","Normalize coordinates relative to the domain lower bound by subtracting `ProbLo()`/`plo` before scaling to `[0,1]` region-selection coordinates."
82,problems,Medium,"QuokkaSimulation<MHDQuirk>::computeAfterTimestep(): entropy-jump diagnostic samples at `ilo = ishock_g` (`src/problems/MHDQuirk/testMHDQuirk.cpp:160`), but `ishock_g` is a compile-time constant `0` (`src/problems/MHDQuirk/testMHDQuirk.cpp:69`) and is never updated from the computed shock index in `setInitialConditionsOnGrid(...)` (`src/problems/MHDQuirk/testMHDQuirk.cpp:94-100`)",src/problems/MHDQuirk/testMHDQuirk.cpp,QuokkaSimulation<MHDQuirk>::computeAfterTimestep(),none,audit/src-audit-log.md:1111,audit/issues/problems/082-quokkasimulation-mhdquirk-computeaftertimestep-testmhdquirk-cpp.md,"entropy-jump diagnostic samples at `ilo = ishock_g` (`src/problems/MHDQuirk/testMHDQuirk.cpp:160`), but `ishock_g` is a compile-time constant `0` (`src/problems/MHDQuirk/testMHDQuirk.cpp:69`) and is never updated from the computed shock index in `setInitialConditionsOnGrid(...)` (`src/problems/MHDQuirk/testMHDQuirk.cpp:94-100`). The carbuncle diagnostic can monitor the wrong x-location.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
83,problems,High,computeWaveSolution(...): unconditionally reads `prob_lo[2]` and `dx[2]` (`src/problems/MHDBitwiseICs/testMHDBitwiseICs.cpp:56-58`) even though the file’s explicit 3D requirement is only enforced later inside `verifyPeriodicBCs(...)` (`src/problems/MHDBitwiseICs/testMHDBitwiseICs.cpp:159-160`),src/problems/MHDBitwiseICs/testMHDBitwiseICs.cpp,computeWaveSolution(...),portability/robustness,audit/src-audit-log.md:1120,audit/issues/problems/083-computewavesolution-testmhdbitwiseics-cpp.md,"unconditionally reads `prob_lo[2]` and `dx[2]` (`src/problems/MHDBitwiseICs/testMHDBitwiseICs.cpp:56-58`) even though the file’s explicit 3D requirement is only enforced later inside `verifyPeriodicBCs(...)` (`src/problems/MHDBitwiseICs/testMHDBitwiseICs.cpp:159-160`). In non-3D builds, initialization/reference paths can hit out-of-bounds access before the guard runs.","Make dimensional assumptions explicit: either add `static_assert(AMREX_SPACEDIM == 3)` for intentionally 3D code, or rewrite loops/indexing to use `AMREX_SPACEDIM` with dimension-guarded branches. | Replace fixed indices/loop bounds with container-size-aware logic (`AMREX_SPACEDIM` / `.size()`), and add assertions in debug builds to catch future regressions."
84,problems,Medium,"problem_main(): `stop_time` calculation divides by `vortex_u_magn = vortex_Mach * sound_speed` (`src/problems/MHDBalsaraVortex/testMHDBalsaraVortex.cpp:235`, `:264`, `:268`) without validating `vortex_Mach > 0`",src/problems/MHDBalsaraVortex/testMHDBalsaraVortex.cpp,problem_main(),robustness,audit/src-audit-log.md:1139,audit/issues/problems/084-problem-main-testmhdbalsaravortex-cpp.md,"`stop_time` calculation divides by `vortex_u_magn = vortex_Mach * sound_speed` (`src/problems/MHDBalsaraVortex/testMHDBalsaraVortex.cpp:235`, `:264`, `:268`) without validating `vortex_Mach > 0`. A user input of `setup.vortex_Mach = 0` yields division by zero (`inf`/`nan` stop time).","Add explicit runtime guards for zero/non-finite/invalid inputs before the division or square-root path, and choose a deterministic fallback (early return, clamp, or hard abort) consistent with surrounding code."
85,problems,Low,"problem_main(): unconditionally extracts a z-axis slice with `fextract(..., 2, ...)` (`src/problems/RandomBlast/testRandomBlast.cpp:203`) without a dimension guard or 3D-only assertion",src/problems/RandomBlast/testRandomBlast.cpp,problem_main(),portability,audit/src-audit-log.md:1150,audit/issues/problems/085-problem-main-testrandomblast-cpp.md,"unconditionally extracts a z-axis slice with `fextract(..., 2, ...)` (`src/problems/RandomBlast/testRandomBlast.cpp:203`) without a dimension guard or 3D-only assertion. In 1D/2D builds, this driver is not dimension-safe.",Add compile-time dimension guards or refactor the implementation so indexing and stencil accesses are valid for the supported `AMREX_SPACEDIM` values.
86,problems,Medium,QuokkaSimulation<ShockCloud>::computeAfterTimestep(): frame-shift update computes `vx_cm = xmom / cloud_mass` (`src/problems/ShockCloud/testShockCloud.cpp:232`) without guarding `cloud_mass <= 0`,src/problems/ShockCloud/testShockCloud.cpp,QuokkaSimulation<ShockCloud>::computeAfterTimestep(),robustness,audit/src-audit-log.md:1160,audit/issues/problems/086-quokkasimulation-shockcloud-computeaftertimestep-testshockcloud-cpp.md,"frame-shift update computes `vx_cm = xmom / cloud_mass` (`src/problems/ShockCloud/testShockCloud.cpp:232`) without guarding `cloud_mass <= 0`. If the tracked cloud mass becomes zero/underflows, the frame-shift state and subsequent momentum/energy updates become invalid (`inf`/`nan`).","Add explicit runtime guards for zero/non-finite/invalid inputs before the division or square-root path, and choose a deterministic fallback (early return, clamp, or hard abort) consistent with surrounding code."
87,problems,Medium,QuokkaSimulation<ShockCloud>::ComputeDerivedVar(...): `cloud_fraction` branch computes `rho_cloud / (rho_cloud + rho_bg)` without a zero/positivity guard (`src/problems/ShockCloud/testShockCloud.cpp:425`),src/problems/ShockCloud/testShockCloud.cpp,QuokkaSimulation<ShockCloud>::ComputeDerivedVar(...),robustness,audit/src-audit-log.md:1162,audit/issues/problems/087-quokkasimulation-shockcloud-computederivedvar-testshockcloud-cpp.md,"`cloud_fraction` branch computes `rho_cloud / (rho_cloud + rho_bg)` without a zero/positivity guard (`src/problems/ShockCloud/testShockCloud.cpp:425`). If both partial densities vanish (e.g., pathological/ghost-cell state), this yields `nan`.","Add explicit runtime guards for zero/non-finite/invalid inputs before the division or square-root path, and choose a deterministic fallback (early return, clamp, or hard abort) consistent with surrounding code."
88,problems,Medium,"QuokkaSimulation<ShockCloud>::ComputeStatistics(): cloud-fraction statistics recompute `C_frac = rho_cloud / (rho_cloud + rho_bg)` without guarding the denominator (`src/problems/ShockCloud/testShockCloud.cpp:636`, `:645`), allowing `nan` statistics for zero partial-density states",src/problems/ShockCloud/testShockCloud.cpp,QuokkaSimulation<ShockCloud>::ComputeStatistics(),robustness,audit/src-audit-log.md:1165,audit/issues/problems/088-quokkasimulation-shockcloud-computestatistics-testshockcloud-cpp.md,"cloud-fraction statistics recompute `C_frac = rho_cloud / (rho_cloud + rho_bg)` without guarding the denominator (`src/problems/ShockCloud/testShockCloud.cpp:636`, `:645`), allowing `nan` statistics for zero partial-density states.","Add explicit runtime guards for zero/non-finite/invalid inputs before the division or square-root path, and choose a deterministic fallback (early return, clamp, or hard abort) consistent with surrounding code."
89,problems,Medium,"problem_main(): shock-jump setup divides by `M0` when computing `v_wind` (`src/problems/ShockCloud/testShockCloud.cpp:765`) and uses `v_shock = M0 * x4` downstream (`src/problems/ShockCloud/testShockCloud.cpp:767`, `:781`, `:786`) without validating `Mach_shock > 0`",src/problems/ShockCloud/testShockCloud.cpp,problem_main(),robustness,audit/src-audit-log.md:1168,audit/issues/problems/089-problem-main-testshockcloud-cpp.md,"shock-jump setup divides by `M0` when computing `v_wind` (`src/problems/ShockCloud/testShockCloud.cpp:765`) and uses `v_shock = M0 * x4` downstream (`src/problems/ShockCloud/testShockCloud.cpp:767`, `:781`, `:786`) without validating `Mach_shock > 0`. Zero/invalid `Mach_shock` inputs can produce divide-by-zero/`nan` setup values.","Add explicit runtime guards for zero/non-finite/invalid inputs before the division or square-root path, and choose a deterministic fallback (early return, clamp, or hard abort) consistent with surrounding code."
90,problems,Low,"computeWaveSolution(...): unconditionally accesses `prob_lo[2]` and `dx[2]` (`src/problems/AlfvenWaveLinear/testAlfvenWaveLinear.cpp:221`, `:226`, and FC stencil terms `:277-286`) without a 3D-only guard",src/problems/AlfvenWaveLinear/testAlfvenWaveLinear.cpp,computeWaveSolution(...),portability,audit/src-audit-log.md:1240,audit/issues/problems/090-computewavesolution-testalfvenwavelinear-cpp.md,"unconditionally accesses `prob_lo[2]` and `dx[2]` (`src/problems/AlfvenWaveLinear/testAlfvenWaveLinear.cpp:221`, `:226`, and FC stencil terms `:277-286`) without a 3D-only guard. In non-3D builds this helper is not dimension-safe.","Make dimensional assumptions explicit: either add `static_assert(AMREX_SPACEDIM == 3)` for intentionally 3D code, or rewrite loops/indexing to use `AMREX_SPACEDIM` with dimension-guarded branches."
91,problems,Low,"computeWaveSolution(...): same unguarded 3D-only accesses (`prob_lo[2]`, `dx[2]`) in CC/FC wave helper (`src/problems/AlfvenWaveLinearConvergence/testAlfvenWaveLinearConvergence.cpp:225`, `:230`, `:277-282`), which is not dimension-safe for non-3D builds",src/problems/AlfvenWaveLinearConvergence/testAlfvenWaveLinearConvergence.cpp,computeWaveSolution(...),portability,audit/src-audit-log.md:1252,audit/issues/problems/091-computewavesolution-testalfvenwavelinearconvergence-cpp.md,"same unguarded 3D-only accesses (`prob_lo[2]`, `dx[2]`) in CC/FC wave helper (`src/problems/AlfvenWaveLinearConvergence/testAlfvenWaveLinearConvergence.cpp:225`, `:230`, `:277-282`), which is not dimension-safe for non-3D builds.","Make dimensional assumptions explicit: either add `static_assert(AMREX_SPACEDIM == 3)` for intentionally 3D code, or rewrite loops/indexing to use `AMREX_SPACEDIM` with dimension-guarded branches."
92,problems,Medium,runWaveTest(int): computes `cA = alfven_speed * abs(cos(angle_between_k_b0_rad))` (`src/problems/AlfvenWaveLinearConvergence/testAlfvenWaveLinearConvergence.cpp:381`) and then `max_time = wavelength / cA` (`src/problems/AlfvenWaveLinearConvergence/testAlfvenWaveLinearConvergence.cpp:400`) without guarding `cA > 0`,src/problems/AlfvenWaveLinearConvergence/testAlfvenWaveLinearConvergence.cpp,runWaveTest(int),robustness,audit/src-audit-log.md:1254,audit/issues/problems/092-runwavetest-int-testalfvenwavelinearconvergence-cpp.md,computes `cA = alfven_speed * abs(cos(angle_between_k_b0_rad))` (`src/problems/AlfvenWaveLinearConvergence/testAlfvenWaveLinearConvergence.cpp:381`) and then `max_time = wavelength / cA` (`src/problems/AlfvenWaveLinearConvergence/testAlfvenWaveLinearConvergence.cpp:400`) without guarding `cA > 0`. A perpendicular setup (`angle_between_k_b0 = 90 deg`) yields division by zero.,"Add explicit runtime guards for zero/non-finite/invalid inputs before the division or square-root path, and choose a deterministic fallback (early return, clamp, or hard abort) consistent with surrounding code."
93,problems,Low,"computeWaveSolution(...): unguarded accesses to `prob_lo[2]` and `dx[2]` in CC/FC branches (`src/problems/EntropyWaveConvergence/testEntropyWaveConvergence.cpp:168`, `:173`, `:213-222`) make the helper non-portable to non-3D builds",src/problems/EntropyWaveConvergence/testEntropyWaveConvergence.cpp,computeWaveSolution(...),portability,audit/src-audit-log.md:1262,audit/issues/problems/093-computewavesolution-testentropywaveconvergence-cpp.md,"unguarded accesses to `prob_lo[2]` and `dx[2]` in CC/FC branches (`src/problems/EntropyWaveConvergence/testEntropyWaveConvergence.cpp:168`, `:173`, `:213-222`) make the helper non-portable to non-3D builds.","Make dimensional assumptions explicit: either add `static_assert(AMREX_SPACEDIM == 3)` for intentionally 3D code, or rewrite loops/indexing to use `AMREX_SPACEDIM` with dimension-guarded branches."
94,problems,Low,"computeWaveSolution(...): unguarded 3D-only accesses to `prob_lo[2]`/`dx[2]` in CC/FC branches (`src/problems/FastWaveConvergence/testFastWaveConvergence.cpp:240`, `:248`, `:325-334`) make the helper non-portable to non-3D builds",src/problems/FastWaveConvergence/testFastWaveConvergence.cpp,computeWaveSolution(...),portability,audit/src-audit-log.md:1272,audit/issues/problems/094-computewavesolution-testfastwaveconvergence-cpp.md,"unguarded 3D-only accesses to `prob_lo[2]`/`dx[2]` in CC/FC branches (`src/problems/FastWaveConvergence/testFastWaveConvergence.cpp:240`, `:248`, `:325-334`) make the helper non-portable to non-3D builds.","Make dimensional assumptions explicit: either add `static_assert(AMREX_SPACEDIM == 3)` for intentionally 3D code, or rewrite loops/indexing to use `AMREX_SPACEDIM` with dimension-guarded branches."
95,problems,Low,"computeWaveSolution(...): unguarded 3D-only accesses to `prob_lo[2]`/`dx[2]` in CC/FC branches (`src/problems/SlowWaveConvergence/testSlowWaveConvergence.cpp:241`, `:249`, `:335-344`) make the helper non-portable to non-3D builds",src/problems/SlowWaveConvergence/testSlowWaveConvergence.cpp,computeWaveSolution(...),portability,audit/src-audit-log.md:1282,audit/issues/problems/095-computewavesolution-testslowwaveconvergence-cpp.md,"unguarded 3D-only accesses to `prob_lo[2]`/`dx[2]` in CC/FC branches (`src/problems/SlowWaveConvergence/testSlowWaveConvergence.cpp:241`, `:249`, `:335-344`) make the helper non-portable to non-3D builds.","Make dimensional assumptions explicit: either add `static_assert(AMREX_SPACEDIM == 3)` for intentionally 3D code, or rewrite loops/indexing to use `AMREX_SPACEDIM` with dimension-guarded branches."
96,problems,Medium,runWaveTest(int): computes slow magnetosonic speed `cs` (`src/problems/SlowWaveConvergence/testSlowWaveConvergence.cpp:444`) and then `max_time = wavelength / cs` (`src/problems/SlowWaveConvergence/testSlowWaveConvergence.cpp:463`) without guarding `cs > 0`,src/problems/SlowWaveConvergence/testSlowWaveConvergence.cpp,runWaveTest(int),robustness,audit/src-audit-log.md:1285,audit/issues/problems/096-runwavetest-int-testslowwaveconvergence-cpp.md,"computes slow magnetosonic speed `cs` (`src/problems/SlowWaveConvergence/testSlowWaveConvergence.cpp:444`) and then `max_time = wavelength / cs` (`src/problems/SlowWaveConvergence/testSlowWaveConvergence.cpp:463`) without guarding `cs > 0`. Perpendicular configurations can make `cs` approach or equal zero, causing division by zero/very large stop times.","Add explicit runtime guards for zero/non-finite/invalid inputs before the division or square-root path, and choose a deterministic fallback (early return, clamp, or hard abort) consistent with surrounding code."
97,problems,High,"problem_main(): pressure diagnostic reconstructs `Eint` as `Egas - xmom^2/(2 rho)` (`src/problems/NscbcChannel/testNscbcChannel.cpp:172-180`), omitting `y/z` kinetic energy even though `v_inflow` and `w_inflow` are configurable",src/problems/NscbcChannel/testNscbcChannel.cpp,problem_main(),correctness,audit/src-audit-log.md:1295,audit/issues/problems/097-problem-main-testnscbcchannel-cpp.md,"pressure diagnostic reconstructs `Eint` as `Egas - xmom^2/(2 rho)` (`src/problems/NscbcChannel/testNscbcChannel.cpp:172-180`), omitting `y/z` kinetic energy even though `v_inflow` and `w_inflow` are configurable. This biases diagnostic pressure/error checks when transverse inflow velocity is nonzero.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
98,problems,Medium,problem_main(): component-wise relative error accumulation divides by `U_k` with no zero guard (`src/problems/NscbcChannel/testNscbcChannel.cpp:193-208`),src/problems/NscbcChannel/testNscbcChannel.cpp,problem_main(),robustness,audit/src-audit-log.md:1296,audit/issues/problems/098-problem-main-testnscbcchannel-cpp.md,"component-wise relative error accumulation divides by `U_k` with no zero guard (`src/problems/NscbcChannel/testNscbcChannel.cpp:193-208`). The passive-scalar reference magnitude is `|s_inflow|`, so `s_inflow = 0` yields division by zero in the error norm.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
99,problems,High,QuokkaSimulation<DustAdvection>::setInitialConditionsOnGrid(...): uses `Geom(0).CellSizeArray()` / `Geom(0).ProbLoArray()` (`src/problems/DustAdvection/testDustAdvection.cpp:59-60`) instead of `grid_elem.dx_` / `grid_elem.prob_lo_`,src/problems/DustAdvection/testDustAdvection.cpp,QuokkaSimulation<DustAdvection>::setInitialConditionsOnGrid(...),AMR correctness,audit/src-audit-log.md:1331,audit/issues/problems/099-quokkasimulation-dustadvection-setinitialconditionsongrid-testdustad.md,"uses `Geom(0).CellSizeArray()` / `Geom(0).ProbLoArray()` (`src/problems/DustAdvection/testDustAdvection.cpp:59-60`) instead of `grid_elem.dx_` / `grid_elem.prob_lo_`. If this IC routine runs on refined levels, coordinates are computed with level-0 geometry and the Gaussian profile is misplaced/mis-scaled.",Use `grid_elem.dx_` / `grid_elem.prob_lo_` (or level-local geometry) inside IC kernels so refined-level initialization uses the correct coordinates and spacing.
100,problems,High,QuokkaSimulation<DustAdvection3D>::setInitialConditionsOnGrid(...): uses `Geom(0).CellSizeArray()` / `Geom(0).ProbLoArray()` (`src/problems/DustAdvection3D/testDustAdvection3D.cpp:62-63`) instead of `grid_elem` geometry,src/problems/DustAdvection3D/testDustAdvection3D.cpp,QuokkaSimulation<DustAdvection3D>::setInitialConditionsOnGrid(...),AMR correctness,audit/src-audit-log.md:1339,audit/issues/problems/100-quokkasimulation-dustadvection3d-setinitialconditionsongrid-testdust.md,uses `Geom(0).CellSizeArray()` / `Geom(0).ProbLoArray()` (`src/problems/DustAdvection3D/testDustAdvection3D.cpp:62-63`) instead of `grid_elem` geometry. Refined-level IC fills would use level-0 coordinates and produce incorrect 3D Gaussian placement/width.,Use `grid_elem.dx_` / `grid_elem.prob_lo_` (or level-local geometry) inside IC kernels so refined-level initialization uses the correct coordinates and spacing.
101,problems,High,QuokkaSimulation<DustSoundwave>::setInitialConditionsOnGrid(...): uses `Geom(0).CellSizeArray()` / `Geom(0).ProbLoArray()` (`src/problems/DustSoundwave/testDustSoundwave.cpp:121-122`) rather than `grid_elem.dx_` / `grid_elem.prob_lo_`,src/problems/DustSoundwave/testDustSoundwave.cpp,QuokkaSimulation<DustSoundwave>::setInitialConditionsOnGrid(...),AMR correctness,audit/src-audit-log.md:1387,audit/issues/problems/101-quokkasimulation-dustsoundwave-setinitialconditionsongrid-testdustso.md,uses `Geom(0).CellSizeArray()` / `Geom(0).ProbLoArray()` (`src/problems/DustSoundwave/testDustSoundwave.cpp:121-122`) rather than `grid_elem.dx_` / `grid_elem.prob_lo_`. Refined-level IC fills would use level-0 geometry and mis-phase the wave.,Use `grid_elem.dx_` / `grid_elem.prob_lo_` (or level-local geometry) inside IC kernels so refined-level initialization uses the correct coordinates and spacing.
102,problems,High,QuokkaSimulation<DustyShock>::setInitialConditionsOnGrid(...): uses `Geom(0).CellSizeArray()` / `Geom(0).ProbLoArray()` (`src/problems/DustyShock/testDustyShock.cpp:70-71`) instead of `grid_elem` geometry,src/problems/DustyShock/testDustyShock.cpp,QuokkaSimulation<DustyShock>::setInitialConditionsOnGrid(...),AMR correctness,audit/src-audit-log.md:1395,audit/issues/problems/102-quokkasimulation-dustyshock-setinitialconditionsongrid-testdustyshoc.md,uses `Geom(0).CellSizeArray()` / `Geom(0).ProbLoArray()` (`src/problems/DustyShock/testDustyShock.cpp:70-71`) instead of `grid_elem` geometry. Refined-level IC fills would place the shock using level-0 coordinates.,Use `grid_elem.dx_` / `grid_elem.prob_lo_` (or level-local geometry) inside IC kernels so refined-level initialization uses the correct coordinates and spacing.
103,problems,Low,"ParticleChecker::operator()(...): unconditionally indexes `dx[2]` when computing `k_par1/k_par2` (`src/problems/ParticleCreation/testParticleCreation.cpp:137`, `:141`) without a 3D-only guard, so the checker is not dimension-safe for 1D/2D builds",src/problems/ParticleCreation/testParticleCreation.cpp,ParticleChecker::operator()(...),portability,audit/src-audit-log.md:1419,audit/issues/problems/103-particlechecker-operator-testparticlecreation-cpp.md,"unconditionally indexes `dx[2]` when computing `k_par1/k_par2` (`src/problems/ParticleCreation/testParticleCreation.cpp:137`, `:141`) without a 3D-only guard, so the checker is not dimension-safe for 1D/2D builds.","Make dimensional assumptions explicit: either add `static_assert(AMREX_SPACEDIM == 3)` for intentionally 3D code, or rewrite loops/indexing to use `AMREX_SPACEDIM` with dimension-guarded branches."
104,problems,Low,"ParticleCreator::operator()(...): unconditionally reads/writes z-components (`dx[2]`, `plo[2]`, `p.pos(2)`, `vz`) (`src/problems/ParticleCreation/testParticleCreation.cpp:183`, `:192`) without a 3D-only guard; not dimension-safe for 1D/2D builds",src/problems/ParticleCreation/testParticleCreation.cpp,ParticleCreator::operator()(...),portability,audit/src-audit-log.md:1421,audit/issues/problems/104-particlecreator-operator-testparticlecreation-cpp.md,"unconditionally reads/writes z-components (`dx[2]`, `plo[2]`, `p.pos(2)`, `vz`) (`src/problems/ParticleCreation/testParticleCreation.cpp:183`, `:192`) without a 3D-only guard; not dimension-safe for 1D/2D builds.","Make dimensional assumptions explicit: either add `static_assert(AMREX_SPACEDIM == 3)` for intentionally 3D code, or rewrite loops/indexing to use `AMREX_SPACEDIM` with dimension-guarded branches."
105,problems,Medium,QuokkaSimulation<ParticleSFProblem>::computeAfterTimestep(): `mean_mass_high_mass_stars = m_star_high_tot / n_star_high` (`src/problems/ParticleSF/testParticleSF.cpp:153`) can divide by zero if step-1 stochastic sampling produces no high-mass stars,src/problems/ParticleSF/testParticleSF.cpp,QuokkaSimulation<ParticleSFProblem>::computeAfterTimestep(),robustness,audit/src-audit-log.md:1445,audit/issues/problems/105-quokkasimulation-particlesfproblem-computeaftertimestep-testparticle.md,`mean_mass_high_mass_stars = m_star_high_tot / n_star_high` (`src/problems/ParticleSF/testParticleSF.cpp:153`) can divide by zero if step-1 stochastic sampling produces no high-mass stars.,"Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
